cantGimnasios,cantPokeparadas,tamMochila,distancia,tamCamino,tiempo
5,0,12,1539,5,33591
5,0,12,1539,5,30535
5,0,12,1539,5,36939
5,0,12,1539,5,25844
5,0,12,1539,5,25672
5,0,12,1539,5,25744
5,0,12,1539,5,24976
5,0,12,1539,5,25177
5,0,12,1539,5,24974
5,0,12,1539,5,25393
5,0,12,1539,5,25376
5,0,12,1539,5,25412
5,0,12,1539,5,25686
5,0,12,1539,5,25014
5,0,12,1539,5,25267
5,0,12,1539,5,25024
5,0,12,1539,5,25223
5,0,12,1539,5,25510
5,0,12,1539,5,25205
5,0,12,1539,5,30849
5,0,12,1539,5,25118
5,0,12,1539,5,25419
5,0,12,1539,5,26124
5,0,12,1539,5,25829
5,0,12,1539,5,25215
5,0,12,1539,5,25094
5,0,12,1539,5,25479
5,0,12,1539,5,24978
5,0,12,1539,5,24811
5,0,12,1539,5,25218
5,0,12,1539,5,25393
5,0,12,1539,5,25107
5,0,12,1539,5,25300
5,0,12,1539,5,25626
5,0,12,1539,5,25325
5,0,12,1539,5,25034
5,0,12,1539,5,25594
5,0,12,1539,5,24514
5,0,12,1539,5,25018
5,0,12,1539,5,25476
5,0,12,1539,5,25604
5,0,12,1539,5,24591
5,0,12,1539,5,25204
5,0,12,1539,5,25140
5,0,12,1539,5,25384
5,0,12,1539,5,25285
5,0,12,1539,5,25913
5,0,12,1539,5,25332
5,0,12,1539,5,25343
5,0,12,1539,5,25567
5,0,12,1539,5,25103
5,0,12,1539,5,25651
5,0,12,1539,5,25093
5,0,12,1539,5,25355
5,0,12,1539,5,25091
5,0,12,1539,5,24841
5,0,12,1539,5,25168
5,0,12,1539,5,24809
5,0,12,1539,5,25073
5,0,12,1539,5,24499
5,0,12,1539,5,25109
5,0,12,1539,5,24985
5,0,12,1539,5,24877
5,0,12,1539,5,25393
5,0,12,1539,5,25303
5,0,12,1539,5,25374
5,0,12,1539,5,25148
5,0,12,1539,5,25131
5,0,12,1539,5,25130
5,0,12,1539,5,25114
5,0,12,1539,5,25301
5,0,12,1539,5,24856
5,0,12,1539,5,25127
5,0,12,1539,5,25321
5,0,12,1539,5,25160
5,0,12,1539,5,24428
5,0,12,1539,5,25452
5,0,12,1539,5,24989
5,0,12,1539,5,25301
5,0,12,1539,5,25000
5,0,12,1539,5,24400
5,0,12,1539,5,25256
5,0,12,1539,5,24968
5,0,12,1539,5,25053
5,0,12,1539,5,25378
5,0,12,1539,5,25438
5,0,12,1539,5,24828
5,0,12,1539,5,25017
5,0,12,1539,5,25057
5,0,12,1539,5,25172
5,0,12,1539,5,25467
5,0,12,1539,5,24818
5,0,12,1539,5,25417
5,0,12,1539,5,25139
5,0,12,1539,5,25589
5,0,12,1539,5,24973
5,0,12,1539,5,25821
5,0,12,1539,5,25408
5,0,12,1539,5,25869
5,0,12,1539,5,25457
1,5,12,924,3,7122
1,5,12,924,3,8751
1,5,12,924,3,9156
1,5,12,924,3,8747
1,5,12,924,3,8874
1,5,12,924,3,8607
1,5,12,924,3,9108
1,5,12,924,3,8638
1,5,12,924,3,8880
1,5,12,924,3,8729
1,5,12,924,3,8497
1,5,12,924,3,9152
1,5,12,924,3,9422
1,5,12,924,3,8708
1,5,12,924,3,8881
1,5,12,924,3,8516
1,5,12,924,3,9194
1,5,12,924,3,8497
1,5,12,924,3,8676
1,5,12,924,3,8419
1,5,12,924,3,8426
1,5,12,924,3,8877
1,5,12,924,3,9341
1,5,12,924,3,8599
1,5,12,924,3,8597
1,5,12,924,3,8697
1,5,12,924,3,8540
1,5,12,924,3,8792
1,5,12,924,3,9347
1,5,12,924,3,8570
1,5,12,924,3,8579
1,5,12,924,3,8606
1,5,12,924,3,8990
1,5,12,924,3,8531
1,5,12,924,3,9408
1,5,12,924,3,8918
1,5,12,924,3,9064
1,5,12,924,3,8831
1,5,12,924,3,8896
1,5,12,924,3,9003
1,5,12,924,3,9063
1,5,12,924,3,8857
1,5,12,924,3,8855
1,5,12,924,3,8400
1,5,12,924,3,8849
1,5,12,924,3,8404
1,5,12,924,3,8667
1,5,12,924,3,8896
1,5,12,924,3,8699
1,5,12,924,3,8822
1,5,12,924,3,8661
1,5,12,924,3,8382
1,5,12,924,3,8789
1,5,12,924,3,8944
1,5,12,924,3,8889
1,5,12,924,3,8657
1,5,12,924,3,8566
1,5,12,924,3,8609
1,5,12,924,3,8844
1,5,12,924,3,8532
1,5,12,924,3,8954
1,5,12,924,3,8617
1,5,12,924,3,8624
1,5,12,924,3,8831
1,5,12,924,3,8668
1,5,12,924,3,8642
1,5,12,924,3,9038
1,5,12,924,3,8557
1,5,12,924,3,8612
1,5,12,924,3,8757
1,5,12,924,3,8625
1,5,12,924,3,8620
1,5,12,924,3,9024
1,5,12,924,3,8594
1,5,12,924,3,8573
1,5,12,924,3,8496
1,5,12,924,3,8676
1,5,12,924,3,8485
1,5,12,924,3,9095
1,5,12,924,3,8711
1,5,12,924,3,8780
1,5,12,924,3,8887
1,5,12,924,3,8993
1,5,12,924,3,8811
1,5,12,924,3,8593
1,5,12,924,3,8813
1,5,12,924,3,8691
1,5,12,924,3,8431
1,5,12,924,3,8943
1,5,12,924,3,8693
1,5,12,924,3,8336
1,5,12,924,3,8766
1,5,12,924,3,8532
1,5,12,924,3,8839
1,5,12,924,3,9381
1,5,12,924,3,8681
1,5,12,924,3,9071
1,5,12,924,3,8909
1,5,12,924,3,8826
1,5,12,924,3,9101
4,3,12,1179,5,27073
4,3,12,1179,5,20561
4,3,12,1179,5,30424
4,3,12,1179,5,19201
4,3,12,1179,5,19050
4,3,12,1179,5,18836
4,3,12,1179,5,18721
4,3,12,1179,5,18740
4,3,12,1179,5,18896
4,3,12,1179,5,19644
4,3,12,1179,5,18605
4,3,12,1179,5,19007
4,3,12,1179,5,19652
4,3,12,1179,5,19246
4,3,12,1179,5,19152
4,3,12,1179,5,19152
4,3,12,1179,5,19430
4,3,12,1179,5,19492
4,3,12,1179,5,19300
4,3,12,1179,5,19340
4,3,12,1179,5,19213
4,3,12,1179,5,19362
4,3,12,1179,5,19581
4,3,12,1179,5,18888
4,3,12,1179,5,19807
4,3,12,1179,5,19597
4,3,12,1179,5,19021
4,3,12,1179,5,19505
4,3,12,1179,5,19076
4,3,12,1179,5,19204
4,3,12,1179,5,18828
4,3,12,1179,5,19348
4,3,12,1179,5,19009
4,3,12,1179,5,19209
4,3,12,1179,5,18991
4,3,12,1179,5,19486
4,3,12,1179,5,18656
4,3,12,1179,5,19127
4,3,12,1179,5,18948
4,3,12,1179,5,19445
4,3,12,1179,5,18797
4,3,12,1179,5,19202
4,3,12,1179,5,19074
4,3,12,1179,5,19280
4,3,12,1179,5,18952
4,3,12,1179,5,19224
4,3,12,1179,5,19143
4,3,12,1179,5,19311
4,3,12,1179,5,19185
4,3,12,1179,5,18805
4,3,12,1179,5,18876
4,3,12,1179,5,19138
4,3,12,1179,5,18964
4,3,12,1179,5,18830
4,3,12,1179,5,19202
4,3,12,1179,5,18901
4,3,12,1179,5,19365
4,3,12,1179,5,18694
4,3,12,1179,5,19019
4,3,12,1179,5,18824
4,3,12,1179,5,19096
4,3,12,1179,5,18867
4,3,12,1179,5,19323
4,3,12,1179,5,19095
4,3,12,1179,5,19116
4,3,12,1179,5,18990
4,3,12,1179,5,18974
4,3,12,1179,5,18821
4,3,12,1179,5,18623
4,3,12,1179,5,18874
4,3,12,1179,5,18961
4,3,12,1179,5,18711
4,3,12,1179,5,19039
4,3,12,1179,5,18529
4,3,12,1179,5,18764
4,3,12,1179,5,18987
4,3,12,1179,5,19344
4,3,12,1179,5,19779
4,3,12,1179,5,19500
4,3,12,1179,5,19195
4,3,12,1179,5,19165
4,3,12,1179,5,19812
4,3,12,1179,5,19305
4,3,12,1179,5,19248
4,3,12,1179,5,19351
4,3,12,1179,5,19438
4,3,12,1179,5,18752
4,3,12,1179,5,19790
4,3,12,1179,5,18886
4,3,12,1179,5,18842
4,3,12,1179,5,18593
4,3,12,1179,5,18920
4,3,12,1179,5,19195
4,3,12,1179,5,19163
4,3,12,1179,5,18833
4,3,12,1179,5,19092
4,3,12,1179,5,19271
4,3,12,1179,5,19190
4,3,12,1179,5,19184
4,3,12,1179,5,18905
6,2,12,2263,7,38571
6,2,12,2263,7,46740
6,2,12,2263,7,57356
6,2,12,2263,7,45464
6,2,12,2263,7,45520
6,2,12,2263,7,45690
6,2,12,2263,7,57236
6,2,12,2263,7,44952
6,2,12,2263,7,45410
6,2,12,2263,7,44786
6,2,12,2263,7,56242
6,2,12,2263,7,57019
6,2,12,2263,7,44964
6,2,12,2263,7,46153
6,2,12,2263,7,57328
6,2,12,2263,7,45864
6,2,12,2263,7,31657
6,2,12,2263,7,43317
6,2,12,2263,7,59658
6,2,12,2263,7,32106
6,2,12,2263,7,54738
6,2,12,2263,7,55094
6,2,12,2263,7,43571
6,2,12,2263,7,45016
6,2,12,2263,7,46406
6,2,12,2263,7,57770
6,2,12,2263,7,57757
6,2,12,2263,7,45115
6,2,12,2263,7,45806
6,2,12,2263,7,57927
6,2,12,2263,7,57710
6,2,12,2263,7,56750
6,2,12,2263,7,57715
6,2,12,2263,7,57512
6,2,12,2263,7,45044
6,2,12,2263,7,46221
6,2,12,2263,7,45907
6,2,12,2263,7,57212
6,2,12,2263,7,56634
6,2,12,2263,7,45819
6,2,12,2263,7,33863
6,2,12,2263,7,31435
6,2,12,2263,7,54461
6,2,12,2263,7,54924
6,2,12,2263,7,54601
6,2,12,2263,7,43619
6,2,12,2263,7,54883
6,2,12,2263,7,55025
6,2,12,2263,7,54603
6,2,12,2263,7,54184
6,2,12,2263,7,43470
6,2,12,2263,7,43504
6,2,12,2263,7,57101
6,2,12,2263,7,45384
6,2,12,2263,7,34109
6,2,12,2263,7,34780
6,2,12,2263,7,57337
6,2,12,2263,7,45749
6,2,12,2263,7,44935
6,2,12,2263,7,34029
6,2,12,2263,7,34228
6,2,12,2263,7,58162
6,2,12,2263,7,56782
6,2,12,2263,7,45033
6,2,12,2263,7,45652
6,2,12,2263,7,34286
6,2,12,2263,7,43955
6,2,12,2263,7,43062
6,2,12,2263,7,43972
6,2,12,2263,7,45058
6,2,12,2263,7,45663
6,2,12,2263,7,45913
6,2,12,2263,7,45632
6,2,12,2263,7,45760
6,2,12,2263,7,45622
6,2,12,2263,7,56831
6,2,12,2263,7,44874
6,2,12,2263,7,45420
6,2,12,2263,7,46808
6,2,12,2263,7,57473
6,2,12,2263,7,57076
6,2,12,2263,7,56295
6,2,12,2263,7,50608
6,2,12,2263,7,43089
6,2,12,2263,7,30876
6,2,12,2263,7,31415
6,2,12,2263,7,31809
6,2,12,2263,7,31212
6,2,12,2263,7,31361
6,2,12,2263,7,31753
6,2,12,2263,7,31621
6,2,12,2263,7,31834
6,2,12,2263,7,31544
6,2,12,2263,7,32031
6,2,12,2263,7,31629
6,2,12,2263,7,31145
6,2,12,2263,7,31961
6,2,12,2263,7,31949
6,2,12,2263,7,31456
6,2,12,2263,7,31523
5,4,12,1511,6,19207
5,4,12,1511,6,26307
5,4,12,1511,6,26280
5,4,12,1511,6,25753
5,4,12,1511,6,25828
5,4,12,1511,6,25547
5,4,12,1511,6,25764
5,4,12,1511,6,25846
5,4,12,1511,6,47860
5,4,12,1511,6,25861
5,4,12,1511,6,26053
5,4,12,1511,6,25338
5,4,12,1511,6,25371
5,4,12,1511,6,26025
5,4,12,1511,6,25503
5,4,12,1511,6,25795
5,4,12,1511,6,26037
5,4,12,1511,6,25775
5,4,12,1511,6,26246
5,4,12,1511,6,25849
5,4,12,1511,6,26330
5,4,12,1511,6,25785
5,4,12,1511,6,25735
5,4,12,1511,6,25994
5,4,12,1511,6,25671
5,4,12,1511,6,25764
5,4,12,1511,6,25755
5,4,12,1511,6,25625
5,4,12,1511,6,26381
5,4,12,1511,6,25675
5,4,12,1511,6,25923
5,4,12,1511,6,25490
5,4,12,1511,6,26153
5,4,12,1511,6,25719
5,4,12,1511,6,25788
5,4,12,1511,6,25747
5,4,12,1511,6,26344
5,4,12,1511,6,25770
5,4,12,1511,6,25670
5,4,12,1511,6,25924
5,4,12,1511,6,25601
5,4,12,1511,6,25898
5,4,12,1511,6,25656
5,4,12,1511,6,25610
5,4,12,1511,6,25760
5,4,12,1511,6,25724
5,4,12,1511,6,25615
5,4,12,1511,6,26089
5,4,12,1511,6,25559
5,4,12,1511,6,25942
5,4,12,1511,6,26105
5,4,12,1511,6,25886
5,4,12,1511,6,26166
5,4,12,1511,6,25993
5,4,12,1511,6,25934
5,4,12,1511,6,48048
5,4,12,1511,6,26032
5,4,12,1511,6,26242
5,4,12,1511,6,26418
5,4,12,1511,6,26001
5,4,12,1511,6,25983
5,4,12,1511,6,25980
5,4,12,1511,6,25600
5,4,12,1511,6,25885
5,4,12,1511,6,25807
5,4,12,1511,6,25863
5,4,12,1511,6,25844
5,4,12,1511,6,26074
5,4,12,1511,6,25715
5,4,12,1511,6,25881
5,4,12,1511,6,26143
5,4,12,1511,6,25478
5,4,12,1511,6,25168
5,4,12,1511,6,25577
5,4,12,1511,6,25779
5,4,12,1511,6,25719
5,4,12,1511,6,25766
5,4,12,1511,6,25907
5,4,12,1511,6,26315
5,4,12,1511,6,25518
5,4,12,1511,6,25591
5,4,12,1511,6,25654
5,4,12,1511,6,25755
5,4,12,1511,6,25488
5,4,12,1511,6,25768
5,4,12,1511,6,26290
5,4,12,1511,6,26106
5,4,12,1511,6,25979
5,4,12,1511,6,25958
5,4,12,1511,6,25956
5,4,12,1511,6,25786
5,4,12,1511,6,26368
5,4,12,1511,6,25619
5,4,12,1511,6,25635
5,4,12,1511,6,25359
5,4,12,1511,6,25550
5,4,12,1511,6,25457
5,4,12,1511,6,25849
5,4,12,1511,6,25594
5,4,12,1511,6,29501
10,0,12,2185,10,86666
10,0,12,2185,10,68560
10,0,12,2185,10,67079
10,0,12,2185,10,67503
10,0,12,2185,10,66265
10,0,12,2185,10,67293
10,0,12,2185,10,67240
10,0,12,2185,10,67496
10,0,12,2185,10,66607
10,0,12,2185,10,66880
10,0,12,2185,10,66630
10,0,12,2185,10,67412
10,0,12,2185,10,66963
10,0,12,2185,10,66990
10,0,12,2185,10,66535
10,0,12,2185,10,66871
10,0,12,2185,10,67541
10,0,12,2185,10,66944
10,0,12,2185,10,67637
10,0,12,2185,10,67363
10,0,12,2185,10,67268
10,0,12,2185,10,66601
10,0,12,2185,10,67678
10,0,12,2185,10,67452
10,0,12,2185,10,67342
10,0,12,2185,10,66913
10,0,12,2185,10,77693
10,0,12,2185,10,65317
10,0,12,2185,10,65518
10,0,12,2185,10,64959
10,0,12,2185,10,67342
10,0,12,2185,10,65475
10,0,12,2185,10,79255
10,0,12,2185,10,67498
10,0,12,2185,10,66703
10,0,12,2185,10,68186
10,0,12,2185,10,67204
10,0,12,2185,10,67227
10,0,12,2185,10,66761
10,0,12,2185,10,67229
10,0,12,2185,10,67732
10,0,12,2185,10,66464
10,0,12,2185,10,66655
10,0,12,2185,10,67927
10,0,12,2185,10,66861
10,0,12,2185,10,66739
10,0,12,2185,10,66815
10,0,12,2185,10,79182
10,0,12,2185,10,78384
10,0,12,2185,10,67679
10,0,12,2185,10,67215
10,0,12,2185,10,68078
10,0,12,2185,10,89327
10,0,12,2185,10,66696
10,0,12,2185,10,67487
10,0,12,2185,10,68068
10,0,12,2185,10,67674
10,0,12,2185,10,68041
10,0,12,2185,10,68163
10,0,12,2185,10,68397
10,0,12,2185,10,80698
10,0,12,2185,10,69268
10,0,12,2185,10,67310
10,0,12,2185,10,77876
10,0,12,2185,10,77670
10,0,12,2185,10,86051
10,0,12,2185,10,67369
10,0,12,2185,10,66847
10,0,12,2185,10,66946
10,0,12,2185,10,67117
10,0,12,2185,10,66242
10,0,12,2185,10,66860
10,0,12,2185,10,67658
10,0,12,2185,10,66982
10,0,12,2185,10,66806
10,0,12,2185,10,66641
10,0,12,2185,10,66680
10,0,12,2185,10,67926
10,0,12,2185,10,67174
10,0,12,2185,10,92402
10,0,12,2185,10,66798
10,0,12,2185,10,67050
10,0,12,2185,10,68491
10,0,12,2185,10,67339
10,0,12,2185,10,67276
10,0,12,2185,10,66631
10,0,12,2185,10,67045
10,0,12,2185,10,67826
10,0,12,2185,10,67229
10,0,12,2185,10,67526
10,0,12,2185,10,67415
10,0,12,2185,10,68025
10,0,12,2185,10,67304
10,0,12,2185,10,66737
10,0,12,2185,10,66023
10,0,12,2185,10,67240
10,0,12,2185,10,67161
10,0,12,2185,10,66991
10,0,12,2185,10,67233
10,0,12,2185,10,66662
2,9,12,2973,7,12139
2,9,12,2973,7,15827
2,9,12,2973,7,15054
2,9,12,2973,7,15474
2,9,12,2973,7,15253
2,9,12,2973,7,14790
2,9,12,2973,7,15075
2,9,12,2973,7,15007
2,9,12,2973,7,15481
2,9,12,2973,7,14738
2,9,12,2973,7,14503
2,9,12,2973,7,14622
2,9,12,2973,7,14204
2,9,12,2973,7,14995
